segment;payment_type;customer_city;customer_state;total_payment;order_numbers
Promising;boleto;laguna;SC;64,96;1
Promising;boleto;lajeado;RS;35,68;1
Promising;boleto;laranjeiras do sul;PR;103,98;1
Promising;boleto;lauro de freitas;BA;417,43;3
Promising;boleto;lavras;MG;510,05;4
Promising;boleto;leme;SP;46,95;1
Promising;boleto;lencois paulista;SP;400,59;3
Promising;boleto;lima duarte;MG;114,22;1
Promising;boleto;limeira;SP;473,73;7
Promising;boleto;limoeiro;PE;136,84;2
Promising;boleto;lindoeste;PR;162,85;1
Promising;boleto;linhares;ES;894,74;3
Promising;boleto;loanda;PR;179;1
Promising;boleto;londrina;PR;2006,46;7
Promising;boleto;lorena;SP;563,83;4
Promising;boleto;louveira;SP;190,48;2
Promising;boleto;lucas do rio verde;MT;94,97;1
Promising;boleto;luis eduardo magalhaes;BA;138,74;1
Promising;boleto;macae;RJ;2433,1;17
Promising;boleto;macambara;RS;99,34;1
Promising;boleto;macapa;AP;620,44;4
Promising;boleto;maceio;AL;1420,91;11
Promising;boleto;machadinho d'oeste;RO;157,24;1
Promising;boleto;mafra;SC;67,23;1
Promising;boleto;mage;RJ;358,84;3
Promising;boleto;mairinque;SP;75,35;2
Promising;boleto;mairipora;SP;159,17;2
Promising;boleto;malacacheta;MG;62,92;1
Promising;boleto;manaus;AM;467,51;5
Promising;boleto;mandaguari;PR;212,89;1
Promising;boleto;manduri;SP;58,85;1
Promising;boleto;mangaratiba;RJ;209,2;1
Promising;boleto;manhuacu;MG;324,77;2
Promising;boleto;manhumirim;MG;310,38;2
Promising;boleto;mantena;MG;222,2;1
Promising;boleto;mantenopolis;ES;58,13;1
Promising;boleto;maraba;PA;318,23;1
Promising;boleto;maracaju;MS;923,17;1
Promising;boleto;maravilha;SC;126,68;1
Promising;boleto;marica;RJ;411,38;4
Promising;boleto;marilandia;ES;100,44;1
Promising;boleto;marilia;SP;816,69;6
Promising;boleto;maringa;PR;1280,96;8
Promising;boleto;mariopolis;PR;173,95;1
Promising;boleto;matao;SP;133,28;1
Promising;boleto;matias barbosa;MG;99,9;1
Promising;boleto;matinhos;PR;92,95;2
Promising;boleto;matozinhos;MG;178,49;1
Promising;boleto;maua;SP;1311,97;11
Promising;boleto;maximiliano de almeida;RS;218,93;1
Promising;boleto;mesquita;RJ;316,16;3
Promising;boleto;minas do leao;RS;280,72;1
Promising;boleto;miracema;RJ;285,43;2
Promising;boleto;mirai;MG;99,01;1
Promising;boleto;mirassol d'oeste;MT;125,41;1
Promising;boleto;mococa;SP;510,01;3
Promising;boleto;mogi das cruzes;SP;1611,26;13
Promising;boleto;mogi mirim;SP;83,51;1
Promising;boleto;mogi-guacu;SP;199,81;2
Promising;boleto;mongagua;SP;53,39;1
Promising;boleto;monte azul paulista;SP;441,7;2
Promising;boleto;monte carmelo;MG;234,84;1
Promising;boleto;monte santo de minas;MG;69,73;1
Promising;boleto;monte siao;MG;254,51;2
Promising;boleto;montenegro;RS;187,96;2
Promising;boleto;montes claros;MG;1051,3;9
Promising;boleto;morada nova;CE;98,62;1
Promising;boleto;moreira sales;PR;244,07;2
Promising;boleto;morro do ferro;MG;154,38;1
Promising;boleto;morungaba;SP;291,58;1
Promising;boleto;mossoro;RN;116,76;1
Promising;boleto;munhoz de melo;PR;238,41;1
Promising;boleto;muriae;MG;364,69;2
Promising;boleto;natal;RN;1981,59;6
Promising;boleto;nepomuceno;MG;99,43;1
Promising;boleto;nilopolis;RJ;158,09;3
Promising;boleto;nipoa;SP;238,41;1
Promising;boleto;niquelandia;GO;135,69;1
Promising;boleto;niteroi;RJ;2748,45;24
Promising;boleto;nonoai;RS;56,22;1
Promising;boleto;nova campina;SP;40,29;1
Promising;boleto;nova erechim;SC;141,73;1
Promising;boleto;nova friburgo;RJ;2345,95;7
Promising;boleto;nova iguacu;RJ;1167,69;9
Promising;boleto;nova lima;MG;121,7;1
Promising;boleto;nova londrina;PR;44,32;1
Promising;boleto;nova padua;RS;89,36;1
Promising;boleto;nova palma;RS;98,34;1
Promising;boleto;nova petropolis;RS;73,27;1
Promising;boleto;nova prata;RS;93,66;1
Promising;boleto;nova serrana;MG;331,58;2
Promising;boleto;nova trento;SC;43,13;1
Promising;boleto;nova veneza;SC;161,24;1
Promising;boleto;novo cruzeiro;MG;69,97;1
Promising;boleto;novo hamburgo;RS;1141,54;6
Promising;boleto;olimpia;SP;128,85;1
Promising;boleto;olinda;PE;228,69;2
Promising;boleto;orindiuva;SP;92,9;1
Promising;boleto;orizona;GO;129,57;1
Promising;boleto;orlandia;SP;124,13;1
Promising;boleto;ortigueira;PR;124,7;1
Promising;boleto;osasco;SP;3040,21;21
Promising;boleto;osorio;RS;38,13;1
Promising;boleto;ouricuri;PE;165,03;1
Promising;boleto;ourinhos;SP;86,96;1
Promising;boleto;ouro branco;MG;103,6;1
Promising;boleto;ouroeste;SP;159,1;1
Promising;boleto;palestina;SP;70,6;1
Promising;boleto;palhoca;SC;643,63;5
Promising;boleto;palma sola;SC;57,61;1
Promising;boleto;palmas;TO;600,49;4
Promising;boleto;palmeira;PR;127,15;2
Promising;boleto;palmital;SP;152,5;1
Promising;boleto;palmitos;SC;130,7;1
Promising;boleto;palotina;PR;99,9;1
Promising;boleto;papanduva;SC;46,13;1
Promising;boleto;paracatu;MG;291,76;2
Promising;boleto;paraguacu;MG;57,06;1
Promising;boleto;paraguacu paulista;SP;27,79;1
Promising;boleto;paraisopolis;MG;102,64;1
Promising;boleto;paranagua;PR;367,21;3
Promising;boleto;paranaiba;MS;30,48;1
Promising;boleto;paranapanema;SP;72,48;1
Promising;boleto;paranavai;PR;248,79;2
Promising;boleto;paraopeba;MG;196,98;1
Promising;boleto;paraty;RJ;450,77;2
Promising;boleto;parnaiba;PI;686,41;1
Promising;boleto;passa quatro;MG;99,52;1
Promising;boleto;passo fundo;RS;635,3;7
Promising;boleto;passos;MG;231,79;1
Promising;boleto;pato bragado;PR;87,83;1
Promising;boleto;pato branco;PR;308,23;3
Promising;boleto;patos de minas;MG;141,22;2
Promising;boleto;paty do alferes;RJ;31,13;1
Promising;boleto;paula candido;MG;168,19;1
Promising;boleto;pauliceia;SP;665,98;1
Promising;boleto;paulinia;SP;353,4;4
Promising;boleto;paulista;PE;131,16;2
Promising;boleto;paulistana;PI;292,88;1
Promising;boleto;paulo afonso;BA;173,88;1
Promising;boleto;pederneiras;SP;291,89;2
Promising;boleto;pedra branca;PB;95,84;1
Promising;boleto;pedra do indaia;MG;96,08;1
Promising;boleto;pedranopolis;SP;74,41;1
Promising;boleto;pedreira;SP;234,27;3
Promising;boleto;pedrinhas paulista;SP;169,95;1
Promising;boleto;pelotas;RS;931,32;7
Promising;boleto;penapolis;SP;140,08;1
Promising;boleto;perdoes;MG;69,9;1
Promising;boleto;pereira barreto;SP;205,33;2
Promising;boleto;perola;PR;116,27;1
Promising;boleto;peruibe;SP;147,78;1
Promising;boleto;petropolis;RJ;267,95;3
Promising;boleto;pilar do sul;SP;52,78;1
Promising;boleto;pindamonhangaba;SP;788,94;2
Promising;boleto;pindobacu;BA;47,06;1
Promising;boleto;pindorama;SP;106,53;1
Promising;boleto;pinhais;PR;44,23;1
Promising;boleto;pinhalao;PR;112,62;1
Promising;boleto;pinhalzinho;SP;68,22;1
Promising;boleto;pinheiros;ES;103,13;1
Promising;boleto;piracaia;SP;264,88;2
Promising;boleto;piracicaba;SP;1543,59;13
Promising;boleto;piranga;MG;66,42;1
Promising;boleto;pirangi;SP;249,82;1
Promising;boleto;piranguinho;MG;36,23;1
Promising;boleto;pirassununga;SP;168,07;3
Promising;boleto;piratininga;SP;219,73;1
Promising;boleto;piritiba;BA;173,88;1
Promising;boleto;pitangui;MG;306,16;2
Promising;boleto;piuma;ES;105,63;1
Promising;boleto;piumhii;MG;43,22;1
Promising;boleto;placas;PA;87,03;1
Promising;boleto;planaltina;GO;21,4;1
Promising;boleto;poa;SP;241,15;1
Promising;boleto;pocos de caldas;MG;1091,98;3
Promising;boleto;pombos;PE;131,43;1
Promising;boleto;pongai;SP;47,61;1
Promising;boleto;ponta grossa;PR;331,24;3
Promising;boleto;ponte nova;MG;48,13;1
Promising;boleto;porangatu;GO;128,66;1
Promising;boleto;porecatu;PR;62,23;1
Promising;boleto;portao;RS;62,88;1
Promising;boleto;porto alegre;RS;4161,63;40
Promising;boleto;porto ferreira;SP;147,05;2
Promising;boleto;porto seguro;BA;126,42;1
Promising;boleto;porto velho;RO;315,04;2
Promising;boleto;porto xavier;RS;48,22;1
Promising;boleto;posto da mata;BA;44,05;1
Promising;boleto;pouso alegre;MG;387,81;3
Promising;boleto;pradopolis;SP;152,41;1
Promising;boleto;praia grande;SC;51,15;1
Promising;boleto;praia grande;SP;1085,49;6
Promising;boleto;pranchita;PR;182,36;1
Promising;boleto;prata;MG;92,1;1
Promising;boleto;presidente dutra;MA;228,21;1
Promising;boleto;presidente epitacio;SP;174,41;1
Promising;boleto;presidente janio quadros;BA;173,88;1
Promising;boleto;presidente kubitschek;MG;35,22;1
Promising;boleto;presidente olegario;MG;155,49;1
Promising;boleto;presidente prudente;SP;1511,65;9
Promising;boleto;primavera;SP;109,5;1
Promising;boleto;primavera do leste;MT;249,2;2
Promising;boleto;progresso;RS;242,59;1
Promising;boleto;quadra;SP;89,85;1
Promising;boleto;quata;SP;112,47;1
Promising;boleto;quatro barras;PR;143,81;1
Promising;boleto;quedas do iguacu;PR;138,96;1
Promising;boleto;queixada;MG;77,29;1
Promising;boleto;quitandinha;PR;314,21;1
Promising;boleto;quixeramobim;CE;243,36;1
Promising;boleto;quixere;CE;465;1
Promising;boleto;rainha do mar;RS;82,03;1
Promising;boleto;rancharia;SP;47,7;1
Promising;boleto;recife;PE;1427,46;12
Promising;boleto;registro;SP;89,74;1
Promising;boleto;resende;RJ;368,46;4
Promising;boleto;riachinho;MG;35,76;1
Promising;boleto;ribeirao das neves;MG;648,4;3
Promising;boleto;ribeirao do pinhal;PR;107,41;1
Promising;boleto;ribeirao pires;SP;123,31;1
Promising;boleto;ribeirao preto;SP;2623,67;18
Promising;boleto;rio bonito;RJ;155,96;1
Promising;boleto;rio branco;AC;56,41;1
Promising;boleto;rio brilhante;MS;151,48;1
Promising;boleto;rio claro;SP;170,04;3
Promising;boleto;rio das antas;SC;157,78;1
Promising;boleto;rio das ostras;RJ;804,61;6
Promising;boleto;rio de janeiro;RJ;23442,94;149
Promising;boleto;rio do sul;SC;158,76;1
Promising;boleto;rio grande;RS;285,73;2
Promising;boleto;rio grande da serra;SP;24,69;1
Promising;boleto;rio pomba;MG;57,73;1
Promising;boleto;rio verde;GO;521,03;4
Promising;boleto;riolandia;SP;364;1
Promising;boleto;rodeiro;MG;94,67;1
Promising;boleto;rolandia;PR;49,32;1
Promising;boleto;rolante;RS;189,54;3
Promising;boleto;rolim de moura;RO;75,84;1
Promising;boleto;ronda alta;RS;586,28;2
Promising;boleto;rubelita;MG;80,88;1
Promising;boleto;rubiataba;GO;73,77;1
Promising;boleto;sabara;MG;141,74;1
Promising;boleto;sales oliveira;SP;159,75;1
Promising;boleto;salgueiro;PE;323,7;2
Promising;boleto;salto;SP;602,63;8
Promising;boleto;salto veloso;SC;175,12;2
Promising;boleto;salvador;BA;5317,63;34
Promising;boleto;sananduva;RS;40,22;1
Promising;boleto;santa barbara;MG;94,39;1
Promising;boleto;santa barbara d'oeste;SP;532,84;6
Promising;boleto;santa cruz das palmeiras;SP;99,92;1
Promising;boleto;santa cruz do rio pardo;SP;27,69;1
Promising;boleto;santa cruz do sul;RS;950,1;4
Promising;boleto;santa fe;PR;419,67;1
Promising;boleto;santa fe do sul;SP;98,95;1
Promising;boleto;santa helena;PR;83,84;1
Promising;boleto;santa ines;BA;173,88;1
Promising;boleto;santa isabel;SP;104,44;1
Promising;boleto;santa luzia;MG;185,25;2
Promising;boleto;santa margarida;PR;68,13;1
Promising;boleto;santa maria;RS;345,02;3
Promising;boleto;santa maria de jetiba;ES;108,41;1
Promising;boleto;santa rosa;RS;375,84;2
Promising;boleto;santa rosa de viterbo;SP;92,9;1
Promising;boleto;santa teresa;ES;180,97;2
Promising;boleto;santa tereza do oeste;PR;339,98;1
Promising;boleto;santa vitoria do palmar;RS;68,22;1
Promising;boleto;santana;BA;77,1;1
Promising;boleto;santana do livramento;RS;124,22;2
Promising;boleto;santana do paraiso;MG;201,17;2
Promising;boleto;santana dos montes;MG;179;1
Promising;boleto;santiago;RS;221,01;3
Promising;boleto;santo amaro de campos;RJ;910,2;1
Promising;boleto;santo andre;SP;2905,01;32
Promising;boleto;santo antonio do descoberto;GO;213,9;1
Promising;boleto;santo antonio do jacinto;MG;39,85;1
Promising;boleto;santo antonio do leverger;MT;124,41;1
Promising;boleto;santo expedito do sul;RS;237,54;1
Promising;boleto;santos;SP;4193,19;26
Promising;boleto;santos dumont;MG;303,77;1
Promising;boleto;sao bernardo do campo;SP;3763,68;38
Promising;boleto;sao caetano do sul;SP;577,67;8
Promising;boleto;sao carlos;SP;637,03;6
Promising;boleto;sao cristovao;SE;203;1
Promising;boleto;sao domingos das dores;MG;64,95;1
Promising;boleto;sao domingos do norte;ES;32,72;1
Promising;boleto;sao francisco;MG;61,46;1
Promising;boleto;sao francisco de itabapoana;RJ;71,96;1
Promising;boleto;sao francisco do brejao;MA;82,75;1
Promising;boleto;sao francisco do sul;SC;122,27;1
Promising;boleto;sao gabriel;RS;470,26;3
Promising;boleto;sao goncalo;RJ;886,13;10
Promising;boleto;sao goncalo do rio preto;MG;110;1
Promising;boleto;sao joao batista;SC;206,06;3
Promising;boleto;sao joao da barra;RJ;78,38;1
Promising;boleto;sao joao da boa vista;SP;320,33;3
Promising;boleto;sao joao da mata;MG;73,27;1
Promising;boleto;sao joao das missoes;MG;48,22;1
Promising;boleto;sao joao de meriti;RJ;394,71;4
Promising;boleto;sao joao de pirabas;PA;146,12;1
Promising;boleto;sao joao do paraiso;MG;108,42;1
Promising;boleto;sao joao evangelista;MG;101,51;1
Promising;boleto;sao joao nepomuceno;MG;138,72;1
Promising;boleto;sao joaquim;SC;38,22;1
Promising;boleto;sao joaquim da barra;SP;188,97;2
Promising;boleto;sao joaquim de bicas;MG;266,86;1
Promising;boleto;sao jorge;RS;87,02;1
Promising;boleto;sao jose;SC;541,39;6
Promising;boleto;sao jose do belmonte;PE;227,56;1
Promising;boleto;sao jose do goiabal;MG;66,76;1
Promising;boleto;sao jose do rio preto;SP;1375,41;11
Promising;boleto;sao jose dos campos;SP;3063,13;26
Promising;boleto;sao jose dos pinhais;PR;1250,54;11
Promising;boleto;sao leopoldo;RS;592,33;4
Promising;boleto;sao lourenco;MG;345,57;2
Promising;boleto;sao lourenco do oeste;SC;118,25;1
Promising;boleto;sao lourenco do sul;RS;28,22;1
Promising;boleto;sao luis;MA;1435,61;7
Promising;boleto;sao manuel;SP;148,59;1
Promising;boleto;sao miguel arcanjo;SP;65,23;1
Promising;boleto;sao paulo;SP;53544,73;475
Promising;boleto;sao paulo das missoes;RS;103,36;1
Promising;boleto;sao pedro da aldeia;RJ;114,53;1
Promising;boleto;sao pedro do butia;RS;116,19;1
Promising;boleto;sao roque;SP;334,58;4
Promising;boleto;sao roque de minas;MG;85,33;1
Promising;boleto;sao sebastiao;SP;68,75;1
Promising;boleto;sao sebastiao da boa vista;PA;167,95;1
Promising;boleto;sao sebastiao do paraiso;MG;124,04;1
Promising;boleto;sao simao;GO;37,13;1
Promising;boleto;sao vicente;RN;206,57;1
Promising;boleto;sao vicente;SP;900,44;8
Promising;boleto;sapeacu;BA;222;1
Promising;boleto;sarandi;PR;249,49;1
Promising;boleto;sarzedo;MG;30,7;1
Promising;boleto;schroeder;SC;195,55;2
Promising;boleto;seberi;RS;68,22;1
Promising;boleto;serra;ES;1005,14;9
Promising;boleto;serra bonita;MG;232,82;1
Promising;boleto;serra do salitre;MG;72,05;1
Promising;boleto;serra dos aimores;MG;31,43;1
Promising;boleto;serrinha;BA;57,96;1
Promising;boleto;sertaozinho;SP;36,98;1
Promising;boleto;sete lagoas;MG;653,84;5
Promising;boleto;sidrolandia;MS;38,13;1
Promising;boleto;silvania;GO;162,03;1
Promising;boleto;sinop;MT;687,16;2
Promising;boleto;sorocaba;SP;1726,18;19
Promising;boleto;sumare;SP;516,12;7
Promising;boleto;sumidouro;RJ;174,69;2
Promising;boleto;suzano;SP;816,24;8
Promising;boleto;taboao da serra;SP;980,48;13
Promising;boleto;taio;SC;197,8;1
Promising;boleto;tangara da serra;MT;55,43;1
Promising;boleto;taquara;RS;142,41;1
Promising;boleto;taquari;RS;64,82;1
Promising;boleto;taquarituba;SP;143,25;1
Promising;boleto;taquarivai;SP;513,22;1
Promising;boleto;taruma;SP;52,71;1
Promising;boleto;tatui;SP;851,8;5
Promising;boleto;taubate;SP;359,68;4
Promising;boleto;teixeira de freitas;BA;254,85;3
Promising;boleto;telemaco borba;PR;198,98;2
Promising;boleto;teodoro sampaio;SP;27,78;1
Promising;boleto;teofilo otoni;MG;82,9;1
Promising;boleto;teresina;PI;570,2;5
Promising;boleto;teresopolis;RJ;50,23;1
Promising;boleto;tiete;SP;130,74;2
Promising;boleto;tijucas;SC;70,25;1
Promising;boleto;timon;MA;72,84;1
Promising;boleto;timoteo;MG;79,97;1
Promising;boleto;tiradentes;MG;152,52;1
Promising;boleto;tocantinopolis;TO;38,12;1
Promising;boleto;tocantins;MG;25,96;1
Promising;boleto;tocos do moji;MG;74,36;1
Promising;boleto;toledo;PR;403,8;5
Promising;boleto;torres;RS;72,28;1
Promising;boleto;tramandai;RS;75,18;1
Promising;boleto;trancoso;BA;106,3;1
Promising;boleto;tremembe;SP;648,55;3
Promising;boleto;tres barras;SC;89,36;1
Promising;boleto;tres coracoes;MG;189;1
Promising;boleto;tres coroas;RS;176,81;1
Promising;boleto;tres fronteiras;SP;292,62;2
Promising;boleto;tres marias;MG;132,1;2
Promising;boleto;tres pontas;MG;83,84;1
Promising;boleto;tres rios;RJ;52,83;1
Promising;boleto;trindade;GO;166,17;1
Promising;boleto;tubarao;SC;101,61;1
Promising;boleto;tucurui;PA;253,3;2
Promising;boleto;tupa;SP;322,52;3
Promising;boleto;tupaciguara;MG;137,4;1
Promising;boleto;tuparendi;RS;83,5;1
Promising;boleto;tupi paulista;SP;119,66;1
Promising;boleto;turvo;SC;77,29;1
Promising;boleto;tutoia;MA;253,12;1
Promising;boleto;uba;MG;70,47;1
Promising;boleto;ubai;MG;61,73;1
Promising;boleto;ubatuba;SP;357,49;3
Promising;boleto;uberaba;MG;395,34;3
Promising;boleto;uberlandia;MG;1473,4;10
Promising;boleto;ubirata;PR;180,95;1
Promising;boleto;uchoa;SP;116,82;1
Promising;boleto;umuarama;PR;329,47;2
Promising;boleto;uruguaiana;RS;48,96;1
Promising;boleto;urupa;RO;216,96;1
Promising;boleto;urupes;SP;64,44;1
Promising;boleto;vacaria;RS;66,31;1
Promising;boleto;valinhos;SP;150,8;3
Promising;boleto;vargem alta;ES;102,54;2
Promising;boleto;vargem grande paulista;SP;237,36;2
Promising;boleto;varginha;MG;574,03;3
Promising;boleto;varzea grande;MT;110,26;1
Promising;boleto;varzea paulista;SP;799,57;6
Promising;boleto;venancio aires;RS;118,48;2
Promising;boleto;venda nova do imigrante;ES;67,22;1
Promising;boleto;vere;PR;508,38;1
Promising;boleto;vermelho novo;MG;52,1;1
Promising;boleto;vespasiano;MG;153,25;2
Promising;boleto;viamao;RS;536,9;3
Promising;boleto;vianopolis;GO;179,86;1
Promising;boleto;vicosa;MG;665,56;2
Promising;boleto;videira;SC;98,16;1
Promising;boleto;vieiras;MG;345,15;1
Promising;boleto;vila valerio;ES;154,38;1
Promising;boleto;vila velha;ES;850,86;11
Promising;boleto;vinhedo;SP;132,97;2
Promising;boleto;viradouro;SP;138,82;1
Promising;boleto;virgem da lapa;MG;89,36;1
Promising;boleto;vitoria;ES;1885,16;13
Promising;boleto;vitoria da conquista;BA;755,24;5
Promising;boleto;vitoria de santo antao;PE;575,44;1
Promising;boleto;volta redonda;RJ;775,38;9
Promising;boleto;votorantim;SP;197,56;3
Promising;boleto;votuporanga;SP;33,79;1
Promising;boleto;witmarsum;SC;35,22;1
Promising;boleto;xavantina;SC;144,88;1
Promising;boleto;xaxim;SC;46,85;1
Promising;credit_card;abaetetuba;PA;950,11;3
Promising;credit_card;abaiara;CE;200,45;1
Promising;credit_card;abaira;BA;35,05;1
Promising;credit_card;abare;BA;58,25;1
Promising;credit_card;abatia;PR;69,32;1
Promising;credit_card;abrantes;BA;200,35;1
Promising;credit_card;acailandia;MA;80,48;1
Promising;credit_card;acarau;CE;160,54;1
Promising;credit_card;acari;RN;412,43;1
Promising;credit_card;acegua;RS;121,55;1
Promising;credit_card;acopiara;CE;293,03;2
Promising;credit_card;acreuna;GO;196,06;3
Promising;credit_card;adamantina;SP;871,5;7
Promising;credit_card;adolfo;SP;57,79;1
Promising;credit_card;afonso claudio;ES;92,06;2
Promising;credit_card;agrolandia;SC;60,91;1
Promising;credit_card;agua boa;MT;367,53;1
Promising;credit_card;agua doce do norte;ES;160,55;1
Promising;credit_card;agua limpa;GO;416,8;1
Promising;credit_card;aguai;SP;215,14;2
Promising;credit_card;aguas da prata;SP;47,92;1
Promising;credit_card;aguas de lindoia;SP;14,42;1
Promising;credit_card;aguas lindas de goias;GO;464,74;4
Promising;credit_card;agudos;SP;263,46;2
Promising;credit_card;aimores;MG;91,19;1
Promising;credit_card;ajuricaba;RS;245,37;2
Promising;credit_card;alagoa nova;PB;164,29;1
Promising;credit_card;alagoinhas;BA;682,6;5
Promising;credit_card;alcobaca;BA;545,24;1
Promising;credit_card;alegre;ES;1253,95;4
Promising;credit_card;alegrete;RS;339,9;3
Promising;credit_card;alegrete do piaui;PI;173,88;1
Promising;credit_card;alem paraiba;MG;1014,99;6
Promising;credit_card;alfenas;MG;1243,46;7
Promising;credit_card;almenara;MG;68,22;1
Promising;credit_card;almirante tamandare;PR;355,17;4
Promising;credit_card;alpercata;MG;53,9;1
Promising;credit_card;alta floresta d'oeste;RO;202,68;1
Promising;credit_card;altamira;PA;802,21;3
Promising;credit_card;altamira do parana;PR;67,33;1
Promising;credit_card;altinopolis;SP;77,69;1
Promising;credit_card;alto caparao;MG;324,58;1
Promising;credit_card;alto do rodrigues;RN;1057,4;1
Promising;credit_card;alto garcas;MT;252,89;1
Promising;credit_card;alto paraiso de goias;GO;157,91;1
Promising;credit_card;alto rio doce;MG;135,66;1
Promising;credit_card;alto santo;CE;538,44;1
Promising;credit_card;alto sao joao;PR;73,25;1
Promising;credit_card;alto taquari;MT;680,88;2
Promising;credit_card;aluminio;SP;324,74;3
Promising;credit_card;alvarenga;MG;94,41;1
Promising;credit_card;alvares machado;SP;1093,35;2
Promising;credit_card;alvaro de carvalho;SP;180,53;1
Promising;credit_card;alvinopolis;MG;435,63;3
Promising;credit_card;alvorada;RS;1366,03;9
Promising;credit_card;alvorada;TO;1293,26;1
Promising;credit_card;alvorada do gurgueia;PI;87,85;1
Promising;credit_card;amapora;PR;118,43;1
Promising;credit_card;amelia rodrigues;BA;47,06;1
Promising;credit_card;america dourada;BA;217,92;1
Promising;credit_card;americana;SP;3335,53;27
Promising;credit_card;americo brasiliense;SP;48,13;1
Promising;credit_card;ametista do sul;RS;214,11;1
Promising;credit_card;amparo;SP;3559,37;10
Promising;credit_card;ampere;PR;168,06;1
Promising;credit_card;anadia;AL;398,46;1
Promising;credit_card;ananindeua;PA;3622,45;12
Promising;credit_card;anapolis;GO;3026,13;17
Promising;credit_card;anchieta;ES;645,81;2
Promising;credit_card;andorinha;BA;148,5;1
Promising;credit_card;andradina;SP;199,49;3
Promising;credit_card;angra dos reis;RJ;2982,96;10
Promising;credit_card;anhembi;SP;120,09;1
Promising;credit_card;anicuns;GO;69,9;1
Promising;credit_card;anita garibaldi;SC;182,86;1
Promising;credit_card;anta;RJ;46,22;1
Promising;credit_card;antonio pereira;MG;57,3;1
Promising;credit_card;aparecida;SP;1333,84;4
Promising;credit_card;aparecida de goiania;GO;2367,53;16
Promising;credit_card;aparecida do taboado;MS;118,48;1
Promising;credit_card;aperibe;RJ;361,18;3
Promising;credit_card;apiaca;ES;134,68;1
Promising;credit_card;apiai;SP;288,79;1
Promising;credit_card;apore;GO;197,38;1
Promising;credit_card;apucarana;PR;357;4
Promising;credit_card;apuiares;CE;203,08;1
Promising;credit_card;aquidauana;MS;57,22;1
Promising;credit_card;aracaju;SE;4432,12;17
Promising;credit_card;aracariguama;SP;283,26;4
Promising;credit_card;aracati;CE;1233,35;2
Promising;credit_card;aracatuba;SP;3071,73;22
Promising;credit_card;arace;ES;378,95;2
Promising;credit_card;aracoiaba;PE;30,91;1
Promising;credit_card;aracoiaba da serra;SP;121,69;2
Promising;credit_card;aracruz;ES;752,86;6
Promising;credit_card;aracuai;MG;331,2;2
Promising;credit_card;aragoiania;GO;112,9;1
Promising;credit_card;araguaia;ES;67,23;1
Promising;credit_card;araguaina;TO;3132,09;5
Promising;credit_card;araguana;MA;224,07;1
Promising;credit_card;araguapaz;GO;112,2;1
Promising;credit_card;araguari;MG;1665,51;8
Promising;credit_card;arandu;SP;187,06;1
Promising;credit_card;arapei;SP;314,96;1
Promising;credit_card;arapiraca;AL;1259;3
Promising;credit_card;arapongas;PR;685,66;4
Promising;credit_card;arapora;MG;248,9;2
Promising;credit_card;ararangua;SC;579,12;2
Promising;credit_card;araraquara;SP;1552,43;16
Promising;credit_card;araras;SP;2046,17;15
Promising;credit_card;araripina;PE;177,24;2
Promising;credit_card;araruama;RJ;935,31;11
Promising;credit_card;araucaria;PR;338,52;3
Promising;credit_card;araujos;MG;2223,98;2
Promising;credit_card;araxa;MG;1438,55;10
Promising;credit_card;arceburgo;MG;109,66;1
Promising;credit_card;arcos;MG;1251,18;3
Promising;credit_card;arcoverde;PE;95,85;1
Promising;credit_card;areado;MG;77,29;1
Promising;credit_card;areal;RJ;234,75;1
Promising;credit_card;areia;PB;90,75;1
Promising;credit_card;arinos;MG;82,9;1
Promising;credit_card;ariquemes;RO;2114,63;1
Promising;credit_card;ariranha;SP;199,8;1
Promising;credit_card;armacao dos buzios;RJ;1064,96;6
Promising;credit_card;armazem;SC;204,81;1
Promising;credit_card;arraial d'ajuda;BA;275,98;2
Promising;credit_card;arraial do cabo;RJ;658,28;5
Promising;credit_card;arroio do meio;RS;134,82;1
Promising;credit_card;arroio dos ratos;RS;283,44;3
Promising;credit_card;arroio grande;RS;30,18;1
Promising;credit_card;artur nogueira;SP;495,49;4
Promising;credit_card;aruja;SP;1429,6;12
Promising;credit_card;assare;CE;118,26;1
Promising;credit_card;assis;SP;2572,28;18
Promising;credit_card;assis chateaubriand;PR;126,43;2
Promising;credit_card;assuncao;PB;132,69;1
Promising;credit_card;astolfo dutra;MG;257,6;2
Promising;credit_card;atibaia;SP;3077,55;23
Promising;credit_card;augusto correa;PA;196,8;1
Promising;credit_card;auriflama;SP;104,72;1
Promising;credit_card;avanhandava;SP;277,45;2
Promising;credit_card;avare;SP;2267,2;11
Promising;credit_card;avelar;RJ;67,23;1
Promising;credit_card;bacabal;MA;162,89;1
Promising;credit_card;bady bassitt;SP;136,6;1
Promising;credit_card;baependi;MG;126,64;1
Promising;credit_card;bage;RS;1507,87;7
Promising;credit_card;baixo guandu;ES;76,94;1
Promising;credit_card;baldim;MG;79,97;1
Promising;credit_card;balneario barra do sul;SC;83,42;1
Promising;credit_card;balneario camboriu;SC;3145,61;18
Promising;credit_card;balneario picarras;SC;44,55;1
Promising;credit_card;balneario pinhal;RS;459,95;1
Promising;credit_card;balneario rincao;SC;94,5;1
Promising;credit_card;balsamo;SP;41,28;1
Promising;credit_card;bambui;MG;187,16;2
Promising;credit_card;banabuiu;CE;139,61;1
